"theta"	"age"	"sex"	"experience"	"sbsod"
1.26825116053672	1.325	1	1.208125	0.75085
0.605026044778873	-0.675000000000001	1	-0.291875	-0.589150000000001
-0.965770282016023	2.325	0	1.708125	-0.91915
0.360679949499667	1.325	1	1.208125	1.41085
-0.686517601696931	0.324999999999999	1	-1.291875	-0.589150000000001
-0.197825411138518	-0.675000000000001	1	0.208125	1.01085
-0.197825411138518	0.324999999999999	1	-0.291875	-0.64915
0.919185310137853	-0.675000000000001	0	-0.791875	2.21085
-0.930863696976137	2.325	0	1.208125	0.480849999999999
-2.23986063597188	1.325	0	-0.291875	0.88085
1.33806433061649	-0.675000000000001	1	-0.791875	0.350849999999999
0.74465238493842	1.325	0	0.208125	1.61085
-1.62899539777387	-0.675000000000001	1	-0.791875	-0.82915
-2.57147319385081	1.325	1	0.708125	-1.98915
1.30315774557661	1.325	0	1.208125	1.08085
0.674839214858647	-0.675000000000001	1	-0.791875	0.95085
0.709745799898533	-0.675000000000001	1	-0.791875	1.61085
-0.128012241058745	1.325	1	1.208125	1.15085
2.83904748733162	-1.675	1	-1.791875	-0.71915
2.66451456213218	-0.675000000000001	1	-0.791875	-0.98915
1.65222359597547	1.325	1	-1.791875	-0.11915
-0.581797846577271	0.324999999999999	0	0.708125	-0.18915
0.116333854220461	0.324999999999999	1	-0.791875	0.28085
-0.651611016657044	-0.675000000000001	1	-0.291875	-2.11915
-1.0355834520958	0.324999999999999	1	1.208125	-1.31915
1.75694335109513	0.324999999999999	1	-0.541875	-0.24915
0.849372140058079	-0.675000000000001	1	-0.791875	0.88085
1.37297091565638	-1.675	1	-0.791875	1.35085
-2.25731392849183	-0.675000000000001	1	-0.791875	-0.51915
-2.01296783321262	-1.675	1	-0.791875	-2.11915
0.79701226249825	0.324999999999999	0	0.208125	0.28085
-0.0407457784590286	1.325	1	1.208125	2.15085
-0.0232924859390853	-1.675	0	-1.291875	1.75085
-0.546891261537384	-0.675000000000001	0	0.208125	-1.04915
1.61731701093558	-0.675000000000001	1	-0.791875	0.28085
1.0588116502974	-1.675	0	-1.791875	0.68085
1.09371823533729	-1.675	0	-1.291875	0.41085
1.30315774557661	-0.675000000000001	1	-0.791875	-0.44915
0.63993262981876	-1.675	0	-1.291875	0.95085
1.25079786801678	-1.675	0	-1.791875	-0.98915
-0.337451751298065	-0.675000000000001	1	-0.291875	-0.38915
2.17582237157377	-1.675	0	-1.541875	-0.18915
-2.3271270985716	-1.675	1	-1.291875	-0.91915
2.8739540723715	0.324999999999999	0	-0.791875	-0.78915
-0.372358336337951	0.324999999999999	0	1.208125	0.350849999999999
1.54750384085581	-0.675000000000001	0	-0.791875	-0.24915
-0.0232924859390853	-0.675000000000001	0	0.208125	-0.11915
1.33806433061649	0.324999999999999	0	-0.791875	0.21085
0.988998480217626	1.325	0	1.208125	-0.91915
-1.69880856785364	-1.675	0	-1.791875	0.75085
1.07626494281734	0.324999999999999	1	0.208125	-1.38915
-0.354905043818008	1.325	0	1.208125	-0.91915
0.622479337298817	0.324999999999999	1	0.208125	-0.44915
-2.30967380605166	1.325	0	1.208125	0.88085
1.23334457549683	1.325	0	0.208125	-0.51915
1.44278408573615	1.325	1	2.208125	1.75085
1.54750384085581	0.324999999999999	1	1.208125	-1.44915
-1.12284991469551	2.325	0	-1.791875	0.41085
-0.0407457784590286	0.324999999999999	0	0.208125	0.88085
3.36264626292991	-1.675	1	-1.291875	0.55085
-1.10539662217557	-1.675	1	-1.291875	0.480849999999999
-2.37948697613143	-1.675	1	-1.291875	-2.64915
-0.651611016657044	-0.675000000000001	0	-0.791875	-1.38915
1.25079786801678	-1.675	0	-1.291875	-1.51915
3.29283309285014	0.324999999999999	1	-0.291875	0.0808499999999999
1.47769067077604	-0.675000000000001	1	-0.291875	0.21085
-1.45446247257444	-0.675000000000001	1	-0.291875	-1.98915
0.255960194380007	-0.675000000000001	0	-0.291875	1.41085
-0.442171506417724	-0.675000000000001	0	-1.291875	1.41085
-2.18750075841205	0.324999999999999	1	1.208125	-1.71915
